,stateZ_timestamp,cf_x,cf_y,cf_z,obs_x,obs_y,obs_z,obs_temp_x,obs_temp_y,obs_temp_z
207,113284.0,-0.001,-0.002,0.032,,,,,,
208,113294.0,-0.001,-0.002,0.032,,,,,,
209,113304.0,-0.001,-0.002,0.032,,,,,,
210,113314.0,-0.002,-0.002,0.032,,,,,,
211,113324.0,-0.001,-0.002,0.032,,,,,,
212,113334.0,-0.002,-0.002,0.032,,,,,,
213,113344.0,-0.001,-0.002,0.032,,,,,,
214,113354.0,-0.001,-0.002,0.032,,,,,,
215,113364.0,-0.001,-0.002,0.032,,,,,,
216,113374.0,-0.002,-0.002,0.031,,,,,,
217,113384.0,-0.001,-0.002,0.031,,,,,,
218,113394.0,-0.001,-0.002,0.031,,,,,,
219,113404.0,-0.001,-0.002,0.031,,,,,,
220,113414.0,-0.001,-0.002,0.033,,,,,,
221,113424.0,-0.002,-0.002,0.033,,,,,,
222,113434.0,-0.001,-0.002,0.033,,,,,,
